"CASEID","ALTERID","AGE","EDUC","RACE","SEX","RELIG","AGE_CATEGORICAL","EDUC_CATEGORICAL","TALKTO","SPOUSE","KIN"
19850348,2,50,18,"white","male","protestant","50s","Post Graduate",1,2,0
19850348,3,55,12,"white","female","catholic","50s","HS",1,1,1
19850348,4,30,13,"white","female","protestant","30s","Some College",2,2,1
19850348,5,35,13,"white","male","protestant","30s","Some College",2,2,1
19850349,1,54,13,"white","female","protestant","50s","Some College",1,1,1
19850350,1,61,13,"white","female","catholic","60+","Some College",1,1,1
19850352,1,48,13,"white","male","catholic","40s","Some College",1,1,1
19850352,2,55,12,"white","female","protestant","50s","HS",2,2,0
19850353,1,33,11,"white","female","catholic","30s","No HS",1,2,1
19850353,2,25,12,"white","male","none","20s","HS",1,2,1
19850354,1,27,16,"white","male","catholic","20s","College",1,2,1
19850354,2,26,18,"white","male","catholic","20s","Post Graduate",1,2,1
19850354,3,54,13,"white","female","catholic","50s","Some College",3,2,1
19850355,1,37,13,"white","female","protestant","30s","Some College",1,1,1
19850355,2,42,12,"white","male",NA,"40s","HS",1,2,0
19850355,3,46,12,"white","male",NA,"40s","HS",3,2,0
19850355,4,48,12,"white","male",NA,"40s","HS",3,2,0
19850355,5,27,12,"white","male","catholic","20s","HS",3,2,0
19850356,1,33,13,"white","female","catholic","30s","Some College",1,2,1
19850356,2,28,12,"white","female",NA,"20s","HS",1,2,0
19850356,3,37,13,"white","male","protestant","30s","Some College",1,1,1
19850356,4,61,12,"white","male","catholic","60+","HS",1,2,1
19850356,5,60,12,"white","female","catholic","60+","HS",1,2,1
19850357,1,48,12,"white","female","catholic","40s","HS",1,2,1
19850357,2,48,12,"white","male","catholic","40s","HS",2,2,1
19850358,1,41,12,"white","male","catholic","40s","HS",1,1,1
19850358,2,36,13,"white","male","catholic","30s","Some College",1,2,0
19850358,3,35,12,"white","female","catholic","30s","HS",1,2,0
19850358,4,18,11,"white","female","catholic","20s","No HS",1,2,1
19850358,5,14,8,"white","female","catholic","20s","No HS",1,2,1
19850359,1,25,12,"white","male","protestant","20s","HS",2,2,0
19850359,2,27,12,"white","male","protestant","20s","HS",1,2,1
19850359,3,27,12,"white","female","protestant","20s","HS",2,2,0
19850359,4,24,11,"white","male","protestant","20s","No HS",2,2,0
19850359,5,26,12,"white","male","protestant","20s","HS",1,2,0
19850360,1,67,8,"white","male","protestant","60+","No HS",1,1,1
19850361,1,52,18,"white","male","protestant","50s","Post Graduate",4,2,1
19850361,2,45,13,"white","female","protestant","40s","Some College",2,1,1
19850361,3,60,11,"white","female","protestant","60+","No HS",1,2,1
19850361,4,66,16,"white","male","protestant","60+","College",2,2,0
19850363,1,70,12,"white","female","protestant","60+","HS",2,2,0
19850363,2,75,16,"white","female","protestant","60+","College",2,2,0
19850363,3,60,18,"white","female","protestant","60+","Post Graduate",2,2,0
19850363,4,63,16,"white","female","protestant","60+","College",2,2,0
19850363,5,63,13,"white","female","protestant","60+","Some College",2,2,0
19850364,1,55,16,"white","female","jewish","50s","College",1,1,1
19850364,2,32,16,"white","female","jewish","30s","College",2,2,1
19850364,3,30,18,"white","female","jewish","30s","Post Graduate",2,2,1
19850364,4,26,18,"white","female","jewish","20s","Post Graduate",2,2,1
19850364,5,24,16,"white","female","jewish","20s","College",2,2,1
19850365,1,50,18,"white","male","protestant","50s","Post Graduate",2,2,1
19850365,2,52,18,"white","male","protestant","50s","Post Graduate",2,2,1
19850365,3,43,18,"white","male","protestant","40s","Post Graduate",2,2,1
19850365,4,77,11,"white","male","protestant","60+","No HS",3,2,1
19850366,1,45,12,"black","male",NA,"40s","HS",1,2,0
19850366,2,23,14,"black","male","none","20s","Some College",1,2,0
19850367,1,30,13,"black","male",NA,"30s","Some College",3,2,0
19850367,2,34,12,"black","male","protestant","30s","HS",2,2,0
19850367,3,31,12,"black","male","protestant","30s","HS",3,2,0
19850367,4,34,13,"black","male","protestant","30s","Some College",3,2,0
19850368,1,33,12,"black","male","protestant","30s","HS",1,2,0
19850368,2,29,12,"white","male","catholic","20s","HS",1,2,0
19850368,3,31,12,"black","male","protestant","30s","HS",1,2,1
19850368,4,44,13,"white","male","catholic","40s","Some College",1,2,0
19850368,5,36,13,"white","female","catholic","30s","Some College",1,2,0
19850369,1,26,12,"white","male","protestant","20s","HS",1,1,1
19850369,2,63,12,"white","female","protestant","60+","HS",1,2,1
19850369,3,63,3.5,"white","male","protestant","60+","No HS",1,2,1
19850370,1,56,18,"black","male","protestant","50s","Post Graduate",2,2,0
19850370,2,80,NA,"black","male","protestant","60+",NA,2,2,0
19850370,3,53,NA,"black","male","protestant","50s",NA,2,2,0
19850370,4,75,NA,"black","male","protestant","60+",NA,2,2,0
19850371,1,70,12,"white","female","protestant","60+","HS",2,2,1
19850371,2,63,12,"white","female","protestant","60+","HS",2,2,1
19850371,3,57,3.5,"white","male","protestant","50s","No HS",1,1,1
19850371,4,24,12,"white","male","protestant","20s","HS",2,2,1
19850371,5,35,12,"white","female","protestant","30s","HS",3,2,1
19850372,1,44,12,"white","male","protestant","40s","HS",1,1,1
19850372,2,40,12,"white","female","protestant","40s","HS",1,2,0
19850372,3,39,12,"white","female","protestant","30s","HS",1,2,0
19850372,4,29,13,"white","female","protestant","20s","Some College",2,2,1
19850373,1,40,11,"white","female","catholic","40s","No HS",1,1,1
19850373,2,36,16,"white","male","protestant","30s","College",1,2,0
19850374,1,52,18,"white","male","protestant","50s","Post Graduate",1,2,0
19850374,2,53,16,"white","male","jewish","50s","College",1,2,0
19850374,3,60,16,"white","male","catholic","60+","College",3,2,0
19850374,4,56,16,"white","male","protestant","50s","College",3,2,0
19850375,1,51,11,"white","female","protestant","50s","No HS",1,1,1
19850375,2,57,8,"white","male","protestant","50s","No HS",2,2,1
19850375,3,65,12,"white","male","protestant","60+","HS",4,2,1
19850376,1,71,8,"white","male","protestant","60+","No HS",1,1,1
19850379,1,58,18,"white","female","protestant","50s","Post Graduate",1,2,1
19850379,2,61,13,"white","male","protestant","60+","Some College",1,2,1
19850380,1,67,8,"white","female","catholic","60+","No HS",1,2,0
19850380,2,79,8,"white","female","protestant","60+","No HS",2,2,1
19850380,3,56,8,"white","female","catholic","50s","No HS",2,2,1
19850380,4,50,8,"white","female","catholic","50s","No HS",2,2,1
19850381,1,73,11,"white","female","catholic","60+","No HS",1,2,1
19850381,2,29,12,"white","female","catholic","20s","HS",1,2,1
19850381,3,32,12,"white","male","catholic","30s","HS",1,2,1
19850381,4,22,12,"white","female","catholic","20s","HS",1,2,1
19850381,5,26,12,"white","female","catholic","20s","HS",1,2,1
19850382,1,76,12,"white","male","catholic","60+","HS",1,1,1
19850382,2,63,12,"white","female","protestant","60+","HS",2,2,1
19850383,1,62,16,"black","male","protestant","60+","College",2,2,1
19850383,2,53,13,"black","female","protestant","50s","Some College",1,2,1
19850383,3,70,8,"black","female","protestant","60+","No HS",1,1,1
19850383,4,66,12,"black","female","protestant","60+","HS",1,2,1
19850384,1,45,12,"black","female",NA,"40s","HS",2,2,0
19850384,2,28,12,"black","female",NA,"20s","HS",1,2,0
19850384,3,35,NA,"hispanic","female",NA,"30s",NA,1,2,0
19850384,4,42,NA,"hispanic","female","none","40s",NA,1,2,1
19850384,5,23,8,"hispanic","female","none","20s","No HS",1,2,1
19850385,1,55,NA,"black","male","protestant","50s",NA,1,2,0
19850385,2,55,NA,"black","male","protestant","50s",NA,2,2,0
19850385,3,25,NA,"black","male","protestant","20s",NA,2,2,0
19850385,4,45,NA,"black","male","protestant","40s",NA,3,2,0
19850386,1,50,12,"white","female","jewish","50s","HS",2,2,1
19850386,2,55,12,"white","female","jewish","50s","HS",1,2,1
19850387,1,39,12,"other","female","protestant","30s","HS",1,2,1
19850388,1,53,16,"white","female","catholic","50s","College",1,2,1
19850388,2,51,16,"white","female",NA,"50s","College",1,2,1
19850388,3,37,16,"white","female",NA,"30s","College",1,2,1
19850388,4,37,13,"white","female","catholic","30s","Some College",1,2,1
19850389,1,59,12,"white","female","protestant","50s","HS",1,2,1
19850389,2,37,11,"white","male","protestant","30s","No HS",1,2,0
19850389,3,37,11,"white","male","protestant","30s","No HS",3,2,0
19850389,4,34,11,"white","female","protestant","30s","No HS",2,2,0
19850390,1,79,3.5,"white","male","catholic","60+","No HS",1,1,1
19850390,2,30,12,"white","male","catholic","30s","HS",1,2,1
19850390,3,45,12,"white","female","catholic","40s","HS",1,2,1
19850390,4,75,NA,"white","female","protestant","60+",NA,2,2,0
19850391,1,42,16,"white","female","catholic","40s","College",1,2,1
19850391,2,NA,16,"white","male","other",NA,"College",3,2,0
19850391,3,NA,12,"white","female","catholic",NA,"HS",3,2,0
19850391,4,60,8,"white","male","catholic","60+","No HS",2,2,0
19850391,5,42,16,"white","male","other","40s","College",2,2,1
19850392,1,30,16,"white","male","catholic","30s","College",1,1,1
19850392,2,50,12,"white","female","catholic","50s","HS",2,2,1
19850392,3,55,13,"white","male","catholic","50s","Some College",2,2,1
19850393,1,67,NA,"white","female","catholic","60+",NA,1,2,1
19850394,1,37,12,"white","female",NA,"30s","HS",2,2,0
19850394,2,32,NA,"white","male","catholic","30s",NA,1,2,0
19850395,1,30,18,"black","female","protestant","30s","Post Graduate",1,2,0
19850396,1,60,16,NA,"male","catholic","60+","College",4,2,0
19850397,1,35,13,"white","female","catholic","30s","Some College",1,2,1
19850397,2,32,12,"white","male","catholic","30s","HS",1,2,1
19850399,1,49,12,"white","male","protestant","40s","HS",2,2,1
19850400,1,38,14,"white","male","protestant","30s","Some College",1,2,0
19850400,2,36,12,"white","female","catholic","30s","HS",2,2,0
19850400,3,33,18,"white","female","protestant","30s","Post Graduate",1,2,0
19850401,1,22,16,"white","female","catholic","20s","College",1,2,0
19850402,1,36,16,"white","female","protestant","30s","College",3,2,1
19850403,1,31,13,"white","female","catholic","30s","Some College",1,2,0
19850404,1,59,16,"white","male","protestant","50s","College",1,2,1
19850406,1,70,16,"white","male","catholic","60+","College",2,2,0
19850407,1,57,12,"white","female","catholic","50s","HS",1,1,1
19850408,1,28,11,"white","female","catholic","20s","No HS",1,1,1
19850408,2,28,11,"white","male","catholic","20s","No HS",2,2,1
19850409,1,62,11,"white","female","protestant","60+","No HS",1,1,1
19850409,2,42,18,"white","male",NA,"40s","Post Graduate",4,2,0
19850409,3,57,13,"white","male","protestant","50s","Some College",3,2,0
19850409,4,65,16,"white","male","protestant","60+","College",3,2,0
19850409,5,65,13,"white","male","catholic","60+","Some College",3,2,0
19850410,1,80,NA,"white","female","catholic","60+",NA,1,2,0
19850410,2,80,NA,"white","female","catholic","60+",NA,2,2,0
19850410,3,80,NA,"white","female","protestant","60+",NA,2,2,0
19850410,4,30,16,"white","female","protestant","30s","College",1,2,1
19850411,1,55,18,"white","female","protestant","50s","Post Graduate",2,2,1
19850411,2,25,16,"white","female","protestant","20s","College",1,1,1
19850411,3,30,13,"white","male","none","30s","Some College",1,2,0
19850411,4,27,13,"white","male","protestant","20s","Some College",3,2,1
19850411,5,36,11,"white","female","protestant","30s","No HS",1,2,0
19850412,1,26,11,"white","female","catholic","20s","No HS",1,2,0
19850412,2,28,11,"white","female","catholic","20s","No HS",1,2,0
19850412,3,31,13,"white","female","protestant","30s","Some College",2,2,1
19850412,4,25,11,"white","male","catholic","20s","No HS",1,2,0
19850413,1,73,12,"white","female","catholic","60+","HS",1,2,1
19850413,2,35,12,"white","female","catholic","30s","HS",1,2,1
19850414,1,42,14,"white","male","protestant","40s","Some College",2,2,1
19850414,2,37,12,"white","male","protestant","30s","HS",1,2,0
19850414,3,27,13,"white","female","protestant","20s","Some College",2,2,1
19850414,4,47,13,"white","female","catholic","40s","Some College",2,2,0
19850414,5,23,12,"white","female","catholic","20s","HS",1,2,0
19850415,1,35,11,"white","female","catholic","30s","No HS",1,1,1
19850415,2,68,12,"white","male","catholic","60+","HS",2,2,1
19850415,3,39,18,"white","male","catholic","30s","Post Graduate",4,2,0
19850415,4,37,18,"white","male","protestant","30s","Post Graduate",4,2,0
19850415,5,41,18,"white","male","catholic","40s","Post Graduate",3,2,0
19850416,1,42,18,"white","male","protestant","40s","Post Graduate",1,2,0
19850416,2,43,14,"white","female","jewish","40s","Some College",1,1,1
19850416,3,45,18,"white","male","catholic","40s","Post Graduate",2,2,0
19850417,1,37,18,"white","female","catholic","30s","Post Graduate",1,1,1
19850417,2,38,18,"white","male","catholic","30s","Post Graduate",2,2,0
19850418,1,30,16,"white","female",NA,"30s","College",2,2,0
19850418,2,24,12,"white","male","catholic","20s","HS",1,2,0
19850418,3,24,12,"white","male","catholic","20s","HS",1,2,0
19850419,1,42,12,"white","male","protestant","40s","HS",2,2,0
19850419,2,42,12,"white","male","protestant","40s","HS",2,2,0
19850419,3,NA,NA,"white","female","catholic",NA,NA,1,1,1
19850419,4,18,NA,"white","female","catholic","20s",NA,1,2,1
19850419,5,15,NA,"white","female","catholic","20s",NA,1,2,1
19850420,1,24,13,"white","male","none","20s","Some College",1,1,1
19850420,2,51,18,"white","female","protestant","50s","Post Graduate",2,2,1
19850420,3,57,18,"white","male","protestant","50s","Post Graduate",2,2,1
19850420,4,34,14,"white","female","protestant","30s","Some College",2,2,0
19850420,5,29,13,"white","male","catholic","20s","Some College",1,2,0
19850421,1,30,12,"white","female","catholic","30s","HS",1,1,1
19850421,2,40,18,"white","male","catholic","40s","Post Graduate",1,2,0
19850421,3,35,18,"white","male","catholic","30s","Post Graduate",1,2,0
19850421,4,52,13,"white","female","catholic","50s","Some College",1,2,0
19850422,1,38,13,"white","female","catholic","30s","Some College",2,2,0
19850422,2,34,16,"white","female","catholic","30s","College",1,2,0
19850422,3,55,11,"white","female","protestant","50s","No HS",2,2,1
19850422,4,52,12,"white","male","protestant","50s","HS",2,2,0
19850422,5,46,12,"white","female","protestant","40s","HS",2,2,0
19850423,1,44,14,"white","male","catholic","40s","Some College",3,2,1
19850423,2,55,18,"white","male","catholic","50s","Post Graduate",3,2,0
19850424,1,64,12,"white","female","catholic","60+","HS",2,2,1
19850424,2,80,8,NA,"female","protestant","60+","No HS",1,2,1
19850425,1,25,12,"white","male","protestant","20s","HS",1,1,1
19850425,2,52,18,"white","male","catholic","50s","Post Graduate",1,2,1
19850425,3,45,16,"white","female","catholic","40s","College",1,2,1
19850425,4,24,16,"white","female","protestant","20s","College",1,2,0
19850425,5,29,18,"white","female","catholic","20s","Post Graduate",1,2,0
19850426,1,44,12,"white","male","catholic","40s","HS",3,2,1
19850426,2,67,12,"white","male","catholic","60+","HS",2,2,1
19850426,3,48,NA,"white","male","catholic","40s",NA,1,2,0
19850426,4,62,12,"white","female","catholic","60+","HS",2,2,1
19850426,5,52,13,"white","male","catholic","50s","Some College",3,2,0
19850427,1,63,16,"white","male","protestant","60+","College",2,2,0
19850427,2,62,12,"white","female","protestant","60+","HS",2,2,0
19850427,3,61,13,"white","male","protestant","60+","Some College",2,2,0
19850427,4,57,12,"white","female","protestant","50s","HS",2,2,0
19850428,1,33,18,"white","female","protestant","30s","Post Graduate",1,1,1
19850428,2,36,18,"white","male","catholic","30s","Post Graduate",2,2,0
19850428,3,58,12,"white","female","protestant","50s","HS",2,2,1
19850428,4,40,18,"white","male","catholic","40s","Post Graduate",2,2,0
19850429,1,57,12,"white","female","catholic","50s","HS",1,2,1
19850429,2,61,13,"white","male","catholic","60+","Some College",2,2,1
19850429,3,67,12,"white","female","catholic","60+","HS",2,2,1
19850429,4,23,16,"white","female","catholic","20s","College",2,2,1
19850429,5,38,16,"white","male","catholic","30s","College",1,1,1
19850430,1,49,13,"white","male","protestant","40s","Some College",1,1,1
19850430,2,53,12,"white","female","protestant","50s","HS",1,2,0
19850430,3,42,12,"black","female","catholic","40s","HS",1,2,0
19850430,4,46,13,"white","female","catholic","40s","Some College",3,2,0
19850431,1,62,8,"white","male","catholic","60+","No HS",1,2,1
19850431,2,60,NA,"white","female","catholic","60+",NA,2,2,1
19850433,1,31,14,"black","female","protestant","30s","Some College",1,2,0
19850433,2,33,14,"black","female","protestant","30s","Some College",1,2,1
19850433,3,33,13,"black","female","catholic","30s","Some College",2,2,0
19850433,4,47,11,"black","male","protestant","40s","No HS",1,1,1
19850433,5,33,13,"black","female",NA,"30s","Some College",2,2,0
19850434,1,20,12,"black","female","protestant","20s","HS",3,2,0
19850434,2,30,12,"hispanic","female","catholic","30s","HS",1,2,1
19850434,3,19,12,"black","female","protestant","20s","HS",1,2,0
19850434,4,18,11,"black","male","protestant","20s","No HS",1,2,0
19850435,1,39,13,"black","female","protestant","30s","Some College",1,1,1
19850435,2,41,18,"black","male","protestant","40s","Post Graduate",3,2,0
19850435,3,41,18,"white","male","jewish","40s","Post Graduate",2,2,0
19850436,1,67,11,"white","male","catholic","60+","No HS",2,2,1
19850436,2,75,12,"white","female","catholic","60+","HS",2,2,1
19850436,3,32,12,"white","female","catholic","30s","HS",1,2,1
19850436,4,61,8,"white","female","catholic","60+","No HS",1,1,1
19850437,1,42,12,"white","male","catholic","40s","HS",1,2,1
19850437,2,42,12,"white","female","catholic","40s","HS",1,2,1
19850437,3,21,13,"white","female","catholic","20s","Some College",1,2,0
19850437,4,30,12,"white","female","catholic","30s","HS",3,2,0
19850438,1,42,13,"white","female","protestant","40s","Some College",1,1,1
19850438,2,59,18,"white","male","protestant","50s","Post Graduate",1,2,0
19850438,3,60,18,"white","male","catholic","60+","Post Graduate",2,2,0
19850438,4,37,16,"white","male",NA,"30s","College",2,2,0
19850438,5,36,18,"white","female","jewish","30s","Post Graduate",1,2,1
19850439,1,36,16,NA,NA,"protestant","30s","College",NA,1,1
19850440,1,55,12,"white","female",NA,"50s","HS",1,2,0
19850440,2,42,12,"white","male",NA,"40s","HS",1,2,1
19850440,3,52,12,"white","male","catholic","50s","HS",1,2,0
19850440,4,39,13,"black","female","protestant","30s","Some College",2,2,1
19850440,5,54,12,"black","female","catholic","50s","HS",1,2,0
19850441,1,30,13,"white","female","protestant","30s","Some College",2,2,0
19850441,2,35,13,"white","male","catholic","30s","Some College",2,2,0
19850442,1,25,12,"white","female","protestant","20s","HS",1,2,0
19850442,2,32,12,"white","female","protestant","30s","HS",1,2,0
19850442,3,30,12,"white","female","protestant","30s","HS",1,2,0
19850443,1,62,12,"black","female","protestant","60+","HS",1,2,1
19850443,2,64,11,"black","male","protestant","60+","No HS",2,2,1
19850443,3,18,11,"black","male","protestant","20s","No HS",1,2,0
19850443,4,26,13,"black","male","protestant","20s","Some College",2,2,1
19850443,5,34,14,"black","female","protestant","30s","Some College",1,2,1
19850444,1,39,13,"white","male","protestant","30s","Some College",1,2,0
19850444,2,55,11,"white","male","catholic","50s","No HS",2,2,1
19850444,3,34,12,"white","female","protestant","30s","HS",2,2,0
19850444,4,38,13,"white","female","protestant","30s","Some College",3,2,0
19850444,5,82,11,"white","female","catholic","60+","No HS",2,2,1
19850445,1,36,12,"white","female","catholic","30s","HS",1,1,1
19850446,1,63,12,"white","male","catholic","60+","HS",1,2,1
19850446,2,65,12,"white","female","catholic","60+","HS",2,2,0
19850446,3,66,12,"white","female","catholic","60+","HS",2,2,0
19850446,4,57,12,"white","female","catholic","50s","HS",3,2,0
19850447,1,21,12,"white","male","catholic","20s","HS",1,1,1
19850447,2,24,16,"white","female","protestant","20s","College",1,2,0
19850447,3,21,14,"white","female","protestant","20s","Some College",2,2,0
19850448,1,45,12,"white","female","protestant","40s","HS",1,2,1
19850448,2,41,12,"white","male","protestant","40s","HS",1,2,1
19850448,3,25,12,"white","male","protestant","20s","HS",2,2,0
19850448,4,24,16,"white","female","protestant","20s","College",2,2,0
19850448,5,25,13,"white","female","protestant","20s","Some College",2,2,0
19850450,1,44,12,"white","female","catholic","40s","HS",1,2,1
19850450,2,17,11,"white","male","protestant","20s","No HS",1,2,0
19850450,3,17,11,"white","female","jewish","20s","No HS",1,2,0
19850450,4,45,13,"white","male","catholic","40s","Some College",1,2,1
19850450,5,24,16,"white","female","catholic","20s","College",1,2,1
19850451,1,34,13,"white","male",NA,"30s","Some College",NA,2,0
19850451,2,40,12,"white","female","protestant","40s","HS",NA,2,1
19850451,3,60,11,"white","female","protestant","60+","No HS",NA,1,1
19850452,1,27,13,"white","male","protestant","20s","Some College",1,1,1
19850452,2,57,12,"white","male","catholic","50s","HS",1,2,1
19850452,3,36,14,"white","male","protestant","30s","Some College",1,2,0
19850453,1,43,13,"white","female","protestant","40s","Some College",2,2,0
19850453,2,43,11,"white","female","protestant","40s","No HS",2,2,0
19850453,3,55,11,"white","female","protestant","50s","No HS",2,2,0
19850453,4,61,12,"white","female","protestant","60+","HS",2,2,0
19850454,1,56,11,"white","male","none","50s","No HS",1,2,0
19850454,2,53,13,"white","male","catholic","50s","Some College",2,2,0
19850454,3,20,13,"white","female","jewish","20s","Some College",2,2,1
19850455,1,28,16,"white","male","none","20s","College",1,1,1
19850455,2,30,18,"white","female","none","30s","Post Graduate",1,2,0
19850455,3,58,12,"white","female","none","50s","HS",2,2,1
19850455,4,34,12,"white","female","none","30s","HS",2,2,1
19850455,5,52,16,"white","female","none","50s","College",2,2,1
19850456,1,27,12,"white","female","catholic","20s","HS",1,1,1
19850456,2,47,18,"white","male",NA,"40s","Post Graduate",1,2,0
19850456,3,34,16,"white","male","protestant","30s","College",3,2,0
19850456,4,65,13,"white","male","catholic","60+","Some College",3,2,1
19850457,1,64,13,"white","male","catholic","60+","Some College",2,2,1
19850457,2,75,12,"white","female","catholic","60+","HS",1,1,1
19850457,3,56,18,"white","male","jewish","50s","Post Graduate",3,2,0
19850458,1,70,13,"white","female","protestant","60+","Some College",1,2,1
19850458,2,70,16,"white","male","protestant","60+","College",1,2,1
19850458,3,70,16,"white","male","protestant","60+","College",3,2,1
19850458,4,65,16,"white","male","protestant","60+","College",3,2,1
19850458,5,25,12,"white","female","protestant","20s","HS",1,2,1
19850459,1,25,12,"white","female","catholic","20s","HS",1,2,0
19850460,1,30,11,"hispanic","female","catholic","30s","No HS",1,2,0
19850460,2,53,12,"hispanic","male","catholic","50s","HS",1,2,0
19850462,1,60,16,"white","male","protestant","60+","College",1,2,0
19850462,2,40,13,"white","male","catholic","40s","Some College",2,2,0
19850462,3,37,13,"white","male","catholic","30s","Some College",2,2,0
19850463,1,49,16,"white","female","catholic","40s","College",1,1,1
19850463,2,57,16,"white","male","catholic","50s","College",1,2,1
19850463,3,44,18,"white","female","catholic","40s","Post Graduate",3,2,0
19850463,4,22,16,"white","female","catholic","20s","College",2,2,1
19850463,5,44,16,"white","male","catholic","40s","College",1,2,1
19850464,1,34,12,"white","male","catholic","30s","HS",2,2,0
19850464,2,47,12,"white","male","catholic","40s","HS",2,2,0
19850465,1,29,12,"white","male",NA,"20s","HS",1,2,0
19850466,1,43,16,"white","male","catholic","40s","College",1,1,1
19850466,2,45,18,"white","female","other","40s","Post Graduate",1,2,0
19850466,3,60,11,"white","female","catholic","60+","No HS",1,2,1
19850466,4,63,11,"white","male","catholic","60+","No HS",1,2,1
19850466,5,38,14,"white","female","protestant","30s","Some College",1,2,0
19850467,1,32,18,"white","male","protestant","30s","Post Graduate",1,2,0
19850467,2,27,14,"white","female","protestant","20s","Some College",1,2,0
19850468,1,49,12,"white","male","catholic","40s","HS",3,2,0
19850468,2,48,12,"white","female","catholic","40s","HS",1,2,0
19850468,3,74,8,"white","female","catholic","60+","No HS",1,2,1
19850468,4,27,12,"white","female","catholic","20s","HS",1,2,1
19850468,5,22,13,"white","female","catholic","20s","Some College",2,2,1
19850469,1,45,12,"white","male","catholic","40s","HS",2,2,0
19850469,2,50,12,"white","male",NA,"50s","HS",1,2,0
19850469,3,32,12,"white","male",NA,"30s","HS",2,2,0
19850469,4,45,12,"white","male","catholic","40s","HS",2,2,0
19850469,5,26,13,"white","male","catholic","20s","Some College",1,2,1
19850470,1,33,12,"white","female","protestant","30s","HS",1,1,1
19850470,2,33,16,"white","male","protestant","30s","College",1,2,0
19850470,3,45,16,"white","male","protestant","40s","College",3,2,1
19850470,4,47,18,"white","male",NA,"40s","Post Graduate",1,2,0
19850471,1,68,12,"white","male","catholic","60+","HS",2,2,0
19850471,2,70,12,"white","female","catholic","60+","HS",2,2,0
19850472,1,52,14,"white","female","protestant","50s","Some College",3,2,1
19850472,2,39,14,"white","male","catholic","30s","Some College",1,2,0
19850472,3,32,13,"white","female","protestant","30s","Some College",3,2,0
19850473,1,44,12,"white","female","catholic","40s","HS",1,2,0
19850473,2,28,12,"white","male","catholic","20s","HS",1,2,0
19850473,3,49,8,"white","female","catholic","40s","No HS",2,2,1
19850474,1,42,18,"white","male",NA,"40s","Post Graduate",2,2,0
19850474,2,32,12,"white","male","protestant","30s","HS",1,2,0
19850474,3,24,13,"white","male",NA,"20s","Some College",1,2,0
19850475,1,38,16,"white","male","protestant","30s","College",1,2,0
19850475,2,77,3.5,"white","female","catholic","60+","No HS",1,2,1
19850475,3,16,11,"white","female","catholic","20s","No HS",1,2,1
19850476,1,56,12,"white","female","catholic","50s","HS",1,2,0
19850477,1,21,12,"white","female","catholic","20s","HS",1,1,1
19850477,2,53,8,"white","male","catholic","50s","No HS",2,2,1
19850477,3,44,13,"white","female","catholic","40s","Some College",2,2,1
19850477,4,50,13,"white","female","catholic","50s","Some College",2,2,1
19850478,1,32,13,"white","female","protestant","30s","Some College",2,2,1
19850478,2,33,12,"white","male","catholic","30s","HS",1,2,0
19850479,1,30,13,"white","male","catholic","30s","Some College",1,2,0
19850479,2,33,12,"white","female","catholic","30s","HS",1,2,0
19850480,1,30,16,"white","male","catholic","30s","College",1,1,1
19850480,2,34,18,"white","female","catholic","30s","Post Graduate",2,2,0
19850480,3,37,12,"white","female","catholic","30s","HS",2,2,0
19850481,1,23,8,"white","female","none","20s","No HS",1,1,1
19850482,1,26,14,"white","male","catholic","20s","Some College",3,2,0
19850482,2,24,12,"white","female","catholic","20s","HS",2,2,0
19850482,3,40,14,"white","female","catholic","40s","Some College",4,2,0
19850482,4,35,13,"white","male","catholic","30s","Some College",2,2,1
19850482,5,28,11,"white","female","protestant","20s","No HS",1,2,0
19850483,1,54,12,"white","male","catholic","50s","HS",1,2,1
19850483,2,44,12,"white","male","catholic","40s","HS",1,2,1
19850484,1,31,12,"white","female","protestant","30s","HS",1,1,1
19850485,1,32,13,"white","female","protestant","30s","Some College",1,1,1
19850485,2,49,12,"white","male","protestant","40s","HS",1,2,1
19850486,1,63,13,"white","male","catholic","60+","Some College",3,2,1
19850486,2,35,13,"white","female","protestant","30s","Some College",2,2,1
19850486,3,29,16,"white","male","catholic","20s","College",2,2,0
19850486,4,37,16,"white","male",NA,"30s","College",2,2,0
19850486,5,41,16,"white","male",NA,"40s","College",1,2,0
19850487,1,44,16,"white","male","none","40s","College",1,1,1
19850487,2,36,16,"white","female","catholic","30s","College",1,2,0
19850487,3,36,16,"white","female","catholic","30s","College",1,2,0
19850488,1,75,11,"white","male","protestant","60+","No HS",2,2,1
19850488,2,40,12,"white","female","protestant","40s","HS",2,1,1
19850489,1,56,12,"white","male",NA,"50s","HS",1,2,0
19850490,1,53,3.5,"white","male","catholic","50s","No HS",1,1,1
19850491,1,72,11,"white","female","catholic","60+","No HS",1,1,1
19850492,1,60,12,"white","female","catholic","60+","HS",1,2,1
19850493,1,56,8,"white","female","catholic","50s","No HS",1,2,1
19850494,1,54,12,"white","female",NA,"50s","HS",2,2,0
19850497,1,20,11,"black","female","protestant","20s","No HS",1,2,1
19850498,1,NA,11,"black","female",NA,NA,"No HS",3,2,0
19850499,1,28,11,"white","female","protestant","20s","No HS",3,2,0
19850500,1,68,16,"white","female","protestant","60+","College",1,1,1
19850500,2,31,16,"white","male","protestant","30s","College",3,2,1
19850500,3,38,18,"white","female","protestant","30s","Post Graduate",3,2,1
19850500,4,35,18,"white","female","protestant","30s","Post Graduate",3,2,1
