"ids"	"type"	"missing96"	"missing97"	"race"	"gender"	"grade96"	"grade97"	"club_type_detailed"	"club_profile"	"club_feeder"	"club_type_gender"	"club_type_grade"
"126818"	"student"	1	1	"white"	"male"	6	7	NA	NA	NA	NA	NA
"126819"	"student"	1	1	"white"	"female"	6	7	NA	NA	NA	NA	NA
"126821"	"student"	1	0	"black"	"male"	7	8	NA	NA	NA	NA	NA
"126823"	"student"	0	0	"white"	"male"	9	10	NA	NA	NA	NA	NA
"126825"	"student"	1	0	"white"	"male"	7	8	NA	NA	NA	NA	NA
"126869"	"student"	0	0	"white"	"female"	10	11	NA	NA	NA	NA	NA
"126872"	"student"	0	0	"black"	"female"	9	10	NA	NA	NA	NA	NA
"127131"	"student"	0	0	"black"	"female"	10	11	NA	NA	NA	NA	NA
"127189"	"student"	0	0	"black"	"female"	9	10	NA	NA	NA	NA	NA
"127198"	"student"	0	0	"black"	"male"	9	10	NA	NA	NA	NA	NA
"127218"	"student"	0	0	"white"	"male"	10	11	NA	NA	NA	NA	NA
"127241"	"student"	0	0	"black"	"female"	9	10	NA	NA	NA	NA	NA
"127265"	"student"	0	0	"Asian"	"female"	10	11	NA	NA	NA	NA	NA
"127319"	"student"	0	0	"Asian"	"male"	9	10	NA	NA	NA	NA	NA
"127329"	"student"	0	0	"Asian"	"male"	9	10	NA	NA	NA	NA	NA
"127344"	"student"	0	0	"white"	"female"	9	10	NA	NA	NA	NA	NA
"127419"	"student"	0	0	"Asian"	"male"	8	9	NA	NA	NA	NA	NA
"127459"	"student"	1	0	"white"	"male"	7	8	NA	NA	NA	NA	NA
"127470"	"student"	1	0	"white"	"male"	7	8	NA	NA	NA	NA	NA
"127474"	"student"	1	0	"white"	"female"	7	8	NA	NA	NA	NA	NA
"127476"	"student"	1	0	"Asian"	"male"	7	8	NA	NA	NA	NA	NA
"127480"	"student"	1	0	"Asian"	"male"	7	8	NA	NA	NA	NA	NA
"127502"	"student"	0	0	"black"	"female"	9	10	NA	NA	NA	NA	NA
"127510"	"student"	0	0	"white"	"male"	9	10	NA	NA	NA	NA	NA
"127518"	"student"	0	0	"white"	"male"	9	10	NA	NA	NA	NA	NA
"127519"	"student"	0	0	"white"	"male"	9	10	NA	NA	NA	NA	NA
"127530"	"student"	0	0	"Asian"	"female"	9	10	NA	NA	NA	NA	NA
"127535"	"student"	0	0	"black"	"female"	9	10	NA	NA	NA	NA	NA
"127565"	"student"	0	0	"white"	"male"	8	9	NA	NA	NA	NA	NA
"127571"	"student"	0	0	"white"	"male"	8	9	NA	NA	NA	NA	NA
"127582"	"student"	0	0	"white"	"male"	8	9	NA	NA	NA	NA	NA
"127636"	"student"	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
"127645"	"student"	1	0	"white"	"female"	7	8	NA	NA	NA	NA	NA
"127650"	"student"	0	0	"white"	"male"	8	9	NA	NA	NA	NA	NA
"127727"	"student"	1	1	"black"	"female"	6	7	NA	NA	NA	NA	NA
"127731"	"student"	1	1	"black"	"female"	6	7	NA	NA	NA	NA	NA
"127742"	"student"	0	0	"white"	"female"	9	10	NA	NA	NA	NA	NA
"127747"	"student"	1	1	"white"	"female"	6	7	NA	NA	NA	NA	NA
"127761"	"student"	0	0	"black"	"female"	9	10	NA	NA	NA	NA	NA
"127777"	"student"	0	0	"black"	"male"	10	11	NA	NA	NA	NA	NA
"127805"	"student"	0	0	"black"	"female"	8	9	NA	NA	NA	NA	NA
"127816"	"student"	0	0	"white"	"male"	8	9	NA	NA	NA	NA	NA
"127847"	"student"	0	0	"black"	"female"	8	9	NA	NA	NA	NA	NA
"127855"	"student"	0	0	"black"	"female"	8	9	NA	NA	NA	NA	NA
"127883"	"student"	1	0	"black"	"female"	7	8	NA	NA	NA	NA	NA
"127885"	"student"	1	0	"black"	"female"	7	8	NA	NA	NA	NA	NA
"127892"	"student"	1	0	"black"	"female"	7	8	NA	NA	NA	NA	NA
"127906"	"student"	1	0	"black"	"female"	7	8	NA	NA	NA	NA	NA
"127919"	"student"	0	0	"white"	"female"	8	9	NA	NA	NA	NA	NA
"127976"	"student"	1	1	"black"	"female"	6	7	NA	NA	NA	NA	NA
"128033"	"student"	0	0	"white"	"female"	9	10	NA	NA	NA	NA	NA
"128041"	"student"	0	0	"white"	"male"	9	10	NA	NA	NA	NA	NA
"128057"	"student"	0	0	"white"	"female"	9	10	NA	NA	NA	NA	NA
"128060"	"student"	0	0	"white"	"male"	9	10	NA	NA	NA	NA	NA
"128065"	"student"	0	0	"Asian"	"female"	10	11	NA	NA	NA	NA	NA
"128126"	"student"	0	0	"white"	"female"	8	9	NA	NA	NA	NA	NA
"128152"	"student"	0	0	"Asian"	"male"	8	9	NA	NA	NA	NA	NA
"128168"	"student"	0	0	"white"	"female"	9	10	NA	NA	NA	NA	NA
"128172"	"student"	0	0	"Hispanic"	"female"	10	11	NA	NA	NA	NA	NA
"128204"	"student"	1	0	"white"	"female"	7	8	NA	NA	NA	NA	NA
"128214"	"student"	1	0	"white"	"male"	7	8	NA	NA	NA	NA	NA
"128225"	"student"	1	0	"white"	"male"	7	8	NA	NA	NA	NA	NA
"128398"	"student"	0	0	"white"	"male"	10	11	NA	NA	NA	NA	NA
"128404"	"student"	0	0	"white"	"male"	10	11	NA	NA	NA	NA	NA
"128412"	"student"	0	0	"Asian"	"female"	10	11	NA	NA	NA	NA	NA
"128413"	"student"	0	0	"white"	"female"	10	11	NA	NA	NA	NA	NA
"128423"	"student"	0	0	"white"	"female"	10	11	NA	NA	NA	NA	NA
"128446"	"student"	0	0	"black"	"female"	10	11	NA	NA	NA	NA	NA
"128551"	"student"	1	0	"black"	"male"	7	8	NA	NA	NA	NA	NA
"128570"	"student"	1	0	"Asian"	"female"	7	8	NA	NA	NA	NA	NA
"128589"	"student"	1	0	"white"	"male"	7	8	NA	NA	NA	NA	NA
"128593"	"student"	1	0	"black"	"female"	7	8	NA	NA	NA	NA	NA
"128619"	"student"	1	0	"black"	"female"	7	8	NA	NA	NA	NA	NA
"128632"	"student"	1	1	"Hispanic"	"female"	6	7	NA	NA	NA	NA	NA
"128648"	"student"	1	1	"black"	"male"	6	7	NA	NA	NA	NA	NA
"128790"	"student"	0	0	"black"	"female"	11	12	NA	NA	NA	NA	NA
"128852"	"student"	0	0	"black"	"male"	10	11	NA	NA	NA	NA	NA
"128860"	"student"	0	0	"black"	"female"	10	11	NA	NA	NA	NA	NA
"128962"	"student"	0	0	"Asian"	"male"	9	10	NA	NA	NA	NA	NA
"128985"	"student"	0	0	"black"	"female"	9	10	NA	NA	NA	NA	NA
"128996"	"student"	0	0	"black"	"female"	9	10	NA	NA	NA	NA	NA
"128997"	"student"	0	0	"white"	"female"	10	11	NA	NA	NA	NA	NA
"129047"	"student"	0	0	"white"	"male"	10	11	NA	NA	NA	NA	NA
"129058"	"student"	0	0	"white"	"male"	11	12	NA	NA	NA	NA	NA
"129059"	"student"	0	0	"white"	"male"	11	12	NA	NA	NA	NA	NA
"129083"	"student"	0	0	"black"	"female"	11	12	NA	NA	NA	NA	NA
"129101"	"student"	0	0	"white"	"male"	11	12	NA	NA	NA	NA	NA
"129114"	"student"	0	0	"black"	"female"	11	12	NA	NA	NA	NA	NA
"129148"	"student"	0	0	"white"	"female"	10	11	NA	NA	NA	NA	NA
"129151"	"student"	0	0	"black"	"female"	10	11	NA	NA	NA	NA	NA
"129154"	"student"	0	0	"black"	"female"	10	11	NA	NA	NA	NA	NA
"129156"	"student"	0	0	"black"	"male"	10	11	NA	NA	NA	NA	NA
"129158"	"student"	0	0	"black"	"female"	10	11	NA	NA	NA	NA	NA
"129193"	"student"	0	0	"white"	"female"	10	11	NA	NA	NA	NA	NA
"129204"	"student"	0	0	"black"	"male"	11	12	NA	NA	NA	NA	NA
"129229"	"student"	0	0	"black"	"male"	10	11	NA	NA	NA	NA	NA
"129235"	"student"	0	0	"black"	"female"	11	12	NA	NA	NA	NA	NA
"129250"	"student"	0	0	"black"	"female"	11	12	NA	NA	NA	NA	NA
"129256"	"student"	0	0	"white"	"female"	11	12	NA	NA	NA	NA	NA
"129292"	"student"	0	0	"black"	"male"	11	12	NA	NA	NA	NA	NA
"129331"	"student"	0	0	"black"	"male"	11	12	NA	NA	NA	NA	NA
"129340"	"student"	0	0	"white"	"male"	10	11	NA	NA	NA	NA	NA
"129347"	"student"	0	0	"white"	"male"	10	11	NA	NA	NA	NA	NA
"129351"	"student"	0	0	"black"	"male"	10	11	NA	NA	NA	NA	NA
"129354"	"student"	0	0	"white"	"female"	10	11	NA	NA	NA	NA	NA
"129366"	"student"	0	0	"white"	"female"	10	11	NA	NA	NA	NA	NA
"129372"	"student"	0	0	"white"	"male"	10	11	NA	NA	NA	NA	NA
"129377"	"student"	0	0	"white"	"female"	10	11	NA	NA	NA	NA	NA
"129473"	"student"	0	0	"white"	"female"	9	10	NA	NA	NA	NA	NA
"129475"	"student"	0	0	"white"	"female"	9	10	NA	NA	NA	NA	NA
"129482"	"student"	0	0	"white"	"female"	9	10	NA	NA	NA	NA	NA
"129483"	"student"	0	0	"white"	"male"	9	10	NA	NA	NA	NA	NA
"129484"	"student"	0	0	"white"	"male"	9	10	NA	NA	NA	NA	NA
"129486"	"student"	0	0	"black"	"female"	9	10	NA	NA	NA	NA	NA
"129555"	"student"	1	0	"white"	"female"	7	8	NA	NA	NA	NA	NA
"129644"	"student"	1	1	"white"	"male"	6	7	NA	NA	NA	NA	NA
"129669"	"student"	1	1	"white"	"female"	6	7	NA	NA	NA	NA	NA
"129780"	"student"	0	0	"black"	"female"	11	12	NA	NA	NA	NA	NA
"129792"	"student"	0	0	"black"	"female"	11	12	NA	NA	NA	NA	NA
"129796"	"student"	0	0	"Asian"	"female"	11	12	NA	NA	NA	NA	NA
"129800"	"student"	0	0	"black"	"male"	11	12	NA	NA	NA	NA	NA
"129801"	"student"	0	0	"white"	"female"	11	12	NA	NA	NA	NA	NA
"129817"	"student"	0	0	"black"	"female"	11	12	NA	NA	NA	NA	NA
"130519"	"student"	1	1	"white"	"female"	6	7	NA	NA	NA	NA	NA
"131087"	"student"	0	0	"white"	"female"	11	12	NA	NA	NA	NA	NA
"131256"	"student"	0	0	"white"	"male"	9	10	NA	NA	NA	NA	NA
"131298"	"student"	1	0	"white"	"female"	7	8	NA	NA	NA	NA	NA
"131311"	"student"	1	0	"white"	"female"	7	8	NA	NA	NA	NA	NA
"131313"	"student"	1	0	"white"	"male"	7	8	NA	NA	NA	NA	NA
"131317"	"student"	1	0	"white"	"female"	7	8	NA	NA	NA	NA	NA
"131371"	"student"	1	1	"white"	"male"	6	7	NA	NA	NA	NA	NA
"131383"	"student"	1	0	"white"	"male"	7	8	NA	NA	NA	NA	NA
"131466"	"student"	1	1	"white"	"male"	6	7	NA	NA	NA	NA	NA
"131477"	"student"	1	0	"white"	"female"	7	8	NA	NA	NA	NA	NA
"131503"	"student"	0	0	"black"	"male"	10	11	NA	NA	NA	NA	NA
"131567"	"student"	0	0	"black"	"male"	8	9	NA	NA	NA	NA	NA
"131586"	"student"	0	0	"black"	"female"	8	9	NA	NA	NA	NA	NA
"131623"	"student"	1	0	"black"	"male"	7	8	NA	NA	NA	NA	NA
"131642"	"student"	0	0	"black"	"male"	11	12	NA	NA	NA	NA	NA
"131643"	"student"	0	0	"black"	"female"	8	9	NA	NA	NA	NA	NA
"131699"	"student"	1	1	"black"	"female"	6	7	NA	NA	NA	NA	NA
"131709"	"student"	1	1	"black"	"male"	6	7	NA	NA	NA	NA	NA
"131726"	"student"	1	1	"black"	"male"	6	7	NA	NA	NA	NA	NA
"131934"	"student"	0	0	"black"	"female"	11	12	NA	NA	NA	NA	NA
"132006"	"student"	1	0	"white"	"female"	7	8	NA	NA	NA	NA	NA
"132642"	"student"	0	0	"Asian"	"female"	10	11	NA	NA	NA	NA	NA
"132657"	"student"	0	0	"white"	"female"	9	10	NA	NA	NA	NA	NA
"132669"	"student"	0	0	"white"	"female"	10	11	NA	NA	NA	NA	NA
"132730"	"student"	0	0	"white"	"female"	9	10	NA	NA	NA	NA	NA
"132798"	"student"	0	0	"white"	"female"	11	12	NA	NA	NA	NA	NA
"132833"	"student"	0	0	"black"	"female"	10	11	NA	NA	NA	NA	NA
"132843"	"student"	0	0	"white"	"male"	10	11	NA	NA	NA	NA	NA
"132850"	"student"	0	0	"white"	"female"	10	11	NA	NA	NA	NA	NA
"132863"	"student"	0	0	"white"	"male"	10	11	NA	NA	NA	NA	NA
"132886"	"student"	0	0	"Native American"	"male"	10	11	NA	NA	NA	NA	NA
"132942"	"student"	0	0	"white"	"female"	9	10	NA	NA	NA	NA	NA
"132947"	"student"	0	0	"white"	"female"	9	10	NA	NA	NA	NA	NA
"132959"	"student"	0	0	"white"	"female"	9	10	NA	NA	NA	NA	NA
"132996"	"student"	0	0	"white"	"female"	9	10	NA	NA	NA	NA	NA
"133016"	"student"	0	0	"black"	"female"	11	12	NA	NA	NA	NA	NA
"133017"	"student"	0	0	"white"	"male"	11	12	NA	NA	NA	NA	NA
"133022"	"student"	0	0	"white"	"male"	11	12	NA	NA	NA	NA	NA
"133025"	"student"	0	0	"white"	"female"	11	12	NA	NA	NA	NA	NA
"133027"	"student"	0	0	"white"	"male"	11	12	NA	NA	NA	NA	NA
"133042"	"student"	0	0	"white"	"male"	11	12	NA	NA	NA	NA	NA
"133101"	"student"	0	0	"white"	"female"	10	11	NA	NA	NA	NA	NA
"133105"	"student"	0	0	"white"	"male"	10	11	NA	NA	NA	NA	NA
"133106"	"student"	0	0	"white"	"female"	10	11	NA	NA	NA	NA	NA
"133132"	"student"	0	0	"white"	"male"	10	11	NA	NA	NA	NA	NA
"133143"	"student"	0	0	"white"	"female"	10	11	NA	NA	NA	NA	NA
"133187"	"student"	0	0	"black"	"female"	10	11	NA	NA	NA	NA	NA
"133314"	"student"	0	0	"white"	"female"	9	10	NA	NA	NA	NA	NA
"133365"	"student"	0	0	"white"	"female"	9	10	NA	NA	NA	NA	NA
"133434"	"student"	0	0	"white"	"male"	8	9	NA	NA	NA	NA	NA
"133441"	"student"	0	0	"white"	"female"	8	9	NA	NA	NA	NA	NA
"133505"	"student"	0	0	"white"	"male"	9	10	NA	NA	NA	NA	NA
"133507"	"student"	0	0	"white"	"male"	9	10	NA	NA	NA	NA	NA
"133523"	"student"	0	0	"white"	"male"	9	10	NA	NA	NA	NA	NA
"133560"	"student"	0	0	"Asian"	"male"	9	10	NA	NA	NA	NA	NA
"133568"	"student"	0	0	"white"	"male"	10	11	NA	NA	NA	NA	NA
"133574"	"student"	0	0	"white"	"male"	8	9	NA	NA	NA	NA	NA
"133579"	"student"	0	0	"white"	"male"	8	9	NA	NA	NA	NA	NA
"133595"	"student"	0	0	"white"	"female"	8	9	NA	NA	NA	NA	NA
"133596"	"student"	0	0	"white"	"female"	8	9	NA	NA	NA	NA	NA
"133600"	"student"	0	0	"white"	"female"	8	9	NA	NA	NA	NA	NA
"133604"	"student"	0	0	"white"	"male"	8	9	NA	NA	NA	NA	NA
"133647"	"student"	1	0	"black"	"female"	7	8	NA	NA	NA	NA	NA
"133687"	"student"	1	0	"white"	"male"	7	8	NA	NA	NA	NA	NA
"133698"	"student"	1	0	"black"	"female"	7	8	NA	NA	NA	NA	NA
"133702"	"student"	1	0	"white"	"male"	7	8	NA	NA	NA	NA	NA
"133735"	"student"	1	1	"black"	"female"	6	7	NA	NA	NA	NA	NA
"133746"	"student"	1	1	"white"	"male"	6	7	NA	NA	NA	NA	NA
"133763"	"student"	0	0	"black"	"male"	11	12	NA	NA	NA	NA	NA
"133923"	"student"	0	0	"white"	"female"	11	12	NA	NA	NA	NA	NA
"133924"	"student"	0	0	"black"	"male"	11	12	NA	NA	NA	NA	NA
"133959"	"student"	0	0	"black"	"male"	11	12	NA	NA	NA	NA	NA
"133962"	"student"	0	0	"white"	"male"	11	12	NA	NA	NA	NA	NA
"133964"	"student"	0	0	"white"	"male"	11	12	NA	NA	NA	NA	NA
"133970"	"student"	0	0	"white"	"female"	11	12	NA	NA	NA	NA	NA
"133976"	"student"	0	0	"white"	"male"	11	12	NA	NA	NA	NA	NA
"134002"	"student"	0	0	"white"	"male"	10	11	NA	NA	NA	NA	NA
"134009"	"student"	0	0	"black"	"female"	9	10	NA	NA	NA	NA	NA
"134023"	"student"	0	0	"white"	"male"	11	12	NA	NA	NA	NA	NA
"134037"	"student"	0	0	"white"	"male"	8	9	NA	NA	NA	NA	NA
"134039"	"student"	0	0	"white"	"male"	8	9	NA	NA	NA	NA	NA
"134040"	"student"	0	0	"white"	"male"	8	9	NA	NA	NA	NA	NA
"134043"	"student"	0	0	"white"	"female"	8	9	NA	NA	NA	NA	NA
"134051"	"student"	0	0	"white"	"female"	8	9	NA	NA	NA	NA	NA
"134058"	"student"	0	0	"white"	"female"	8	9	NA	NA	NA	NA	NA
"134065"	"student"	0	0	"white"	"female"	8	9	NA	NA	NA	NA	NA
"134072"	"student"	0	0	"white"	"male"	9	10	NA	NA	NA	NA	NA
"134073"	"student"	0	0	"white"	"female"	8	9	NA	NA	NA	NA	NA
"134093"	"student"	0	0	"white"	"male"	10	11	NA	NA	NA	NA	NA
"134095"	"student"	0	0	"white"	"male"	8	9	NA	NA	NA	NA	NA
"134107"	"student"	0	0	"black"	"female"	8	9	NA	NA	NA	NA	NA
"134139"	"student"	1	0	"white"	"male"	7	8	NA	NA	NA	NA	NA
"134140"	"student"	1	0	"black"	"male"	7	8	NA	NA	NA	NA	NA
"134147"	"student"	1	0	"white"	"male"	7	8	NA	NA	NA	NA	NA
"134163"	"student"	1	0	"black"	"male"	7	8	NA	NA	NA	NA	NA
"134167"	"student"	1	0	"black"	"female"	7	8	NA	NA	NA	NA	NA
"134172"	"student"	0	0	"black"	"male"	8	9	NA	NA	NA	NA	NA
"134187"	"student"	1	0	"black"	"female"	7	8	NA	NA	NA	NA	NA
"134201"	"student"	1	1	"white"	"male"	6	7	NA	NA	NA	NA	NA
"134204"	"student"	1	1	"white"	"female"	6	7	NA	NA	NA	NA	NA
"134206"	"student"	1	1	"white"	"female"	6	7	NA	NA	NA	NA	NA
"134211"	"student"	1	1	"white"	"female"	6	7	NA	NA	NA	NA	NA
"134216"	"student"	1	1	"white"	"female"	6	7	NA	NA	NA	NA	NA
"134224"	"student"	0	0	"white"	"female"	10	11	NA	NA	NA	NA	NA
"134236"	"student"	0	0	"white"	"female"	11	12	NA	NA	NA	NA	NA
"134244"	"student"	1	1	"black"	"male"	6	7	NA	NA	NA	NA	NA
"134405"	"student"	0	0	"white"	"male"	11	12	NA	NA	NA	NA	NA
"134494"	"student"	0	0	"white"	"male"	9	10	NA	NA	NA	NA	NA
"134534"	"student"	1	1	"black"	"male"	6	7	NA	NA	NA	NA	NA
"136837"	"student"	0	0	"black"	"male"	11	12	NA	NA	NA	NA	NA
"136884"	"student"	0	0	"white"	"male"	10	11	NA	NA	NA	NA	NA
"136912"	"student"	0	0	"black"	"male"	9	10	NA	NA	NA	NA	NA
"136922"	"student"	0	0	"white"	"female"	9	10	NA	NA	NA	NA	NA
"136925"	"student"	0	0	"white"	"female"	10	11	NA	NA	NA	NA	NA
"136934"	"student"	0	0	"white"	"female"	9	10	NA	NA	NA	NA	NA
"136997"	"student"	1	0	"black"	"female"	7	8	NA	NA	NA	NA	NA
"137515"	"student"	0	0	"white"	"male"	9	10	NA	NA	NA	NA	NA
"137517"	"student"	0	0	"white"	"female"	9	10	NA	NA	NA	NA	NA
"137536"	"student"	0	0	"white"	"female"	8	9	NA	NA	NA	NA	NA
"137539"	"student"	0	0	"white"	"male"	8	9	NA	NA	NA	NA	NA
"137542"	"student"	0	0	"white"	"female"	9	10	NA	NA	NA	NA	NA
"137581"	"student"	0	0	"white"	"female"	8	9	NA	NA	NA	NA	NA
"137603"	"student"	1	1	"black"	"female"	6	7	NA	NA	NA	NA	NA
"137611"	"student"	1	0	"black"	"male"	7	8	NA	NA	NA	NA	NA
"137627"	"student"	1	0	"black"	"female"	7	8	NA	NA	NA	NA	NA
"137834"	"student"	0	0	"black"	"female"	8	9	NA	NA	NA	NA	NA
"137839"	"student"	0	0	"white"	"female"	8	9	NA	NA	NA	NA	NA
"138131"	"student"	0	0	"black"	"male"	11	12	NA	NA	NA	NA	NA
"138287"	"student"	0	0	"black"	"female"	11	12	NA	NA	NA	NA	NA
"138459"	"student"	0	0	"black"	"female"	9	10	NA	NA	NA	NA	NA
"138468"	"student"	0	0	"black"	"female"	9	10	NA	NA	NA	NA	NA
"138473"	"student"	0	0	"black"	"female"	9	10	NA	NA	NA	NA	NA
"138539"	"student"	0	0	"black"	"male"	10	11	NA	NA	NA	NA	NA
"138562"	"student"	0	0	"black"	"female"	10	11	NA	NA	NA	NA	NA
"138571"	"student"	0	0	"black"	"female"	10	11	NA	NA	NA	NA	NA
"138574"	"student"	0	0	"black"	"female"	10	11	NA	NA	NA	NA	NA
"138672"	"student"	0	0	"black"	"female"	10	11	NA	NA	NA	NA	NA
"138690"	"student"	0	0	"black"	"male"	9	10	NA	NA	NA	NA	NA
"138693"	"student"	0	0	"white"	"female"	9	10	NA	NA	NA	NA	NA
"138703"	"student"	0	0	"black"	"female"	9	10	NA	NA	NA	NA	NA
"138751"	"student"	0	0	"Native American"	"male"	10	11	NA	NA	NA	NA	NA
"138872"	"student"	0	0	"black"	"female"	9	10	NA	NA	NA	NA	NA
"138887"	"student"	0	0	"white"	"male"	9	10	NA	NA	NA	NA	NA
"138896"	"student"	0	0	"black"	"male"	9	10	NA	NA	NA	NA	NA
"138904"	"student"	0	0	"Asian"	"female"	10	11	NA	NA	NA	NA	NA
"138966"	"student"	0	0	"black"	"female"	9	10	NA	NA	NA	NA	NA
"138969"	"student"	0	0	"white"	"male"	9	10	NA	NA	NA	NA	NA
"138976"	"student"	0	0	"black"	"female"	9	10	NA	NA	NA	NA	NA
"138987"	"student"	0	0	"black"	"female"	9	10	NA	NA	NA	NA	NA
"139041"	"student"	0	0	"black"	"female"	10	11	NA	NA	NA	NA	NA
"139094"	"student"	0	0	"white"	"female"	9	10	NA	NA	NA	NA	NA
"139095"	"student"	0	0	"white"	"female"	9	10	NA	NA	NA	NA	NA
"139132"	"student"	0	0	"white"	"female"	9	10	NA	NA	NA	NA	NA
"139161"	"student"	0	0	"white"	"female"	11	12	NA	NA	NA	NA	NA
"139162"	"student"	0	0	"white"	"female"	10	11	NA	NA	NA	NA	NA
"139163"	"student"	0	0	"black"	"male"	9	10	NA	NA	NA	NA	NA
"139195"	"student"	0	0	"white"	"female"	11	12	NA	NA	NA	NA	NA
"139227"	"student"	0	0	"black"	"male"	8	9	NA	NA	NA	NA	NA
"139240"	"student"	0	0	"white"	"male"	8	9	NA	NA	NA	NA	NA
"139314"	"student"	0	0	"white"	"male"	9	10	NA	NA	NA	NA	NA
"139326"	"student"	0	0	"Asian"	"male"	9	10	NA	NA	NA	NA	NA
"139331"	"student"	0	0	"white"	"male"	9	10	NA	NA	NA	NA	NA
"139362"	"student"	0	0	"black"	"male"	11	12	NA	NA	NA	NA	NA
"139370"	"student"	0	0	"white"	"male"	10	11	NA	NA	NA	NA	NA
"139404"	"student"	0	0	"white"	"male"	10	11	NA	NA	NA	NA	NA
"139441"	"student"	0	0	"black"	"female"	9	10	NA	NA	NA	NA	NA
"139485"	"student"	0	0	"white"	"female"	8	9	NA	NA	NA	NA	NA
"139490"	"student"	0	0	"white"	"female"	8	9	NA	NA	NA	NA	NA
"139491"	"student"	0	0	"black"	"male"	8	9	NA	NA	NA	NA	NA
"139544"	"student"	0	0	"white"	"female"	9	10	NA	NA	NA	NA	NA
"139561"	"student"	0	0	"white"	"male"	9	10	NA	NA	NA	NA	NA
"139570"	"student"	0	0	"black"	"female"	10	11	NA	NA	NA	NA	NA
"139596"	"student"	0	0	"white"	"female"	9	10	NA	NA	NA	NA	NA
"139597"	"student"	0	0	"black"	"female"	9	10	NA	NA	NA	NA	NA
"139598"	"student"	0	0	"black"	"female"	10	11	NA	NA	NA	NA	NA
"139635"	"student"	0	0	"white"	"female"	8	9	NA	NA	NA	NA	NA
"139636"	"student"	0	0	"white"	"female"	8	9	NA	NA	NA	NA	NA
"139638"	"student"	0	0	"white"	"female"	8	9	NA	NA	NA	NA	NA
"139649"	"student"	0	0	"white"	"male"	8	9	NA	NA	NA	NA	NA
"139664"	"student"	0	0	"black"	"male"	8	9	NA	NA	NA	NA	NA
"139668"	"student"	0	0	"black"	"male"	9	10	NA	NA	NA	NA	NA
"139684"	"student"	0	0	"black"	"male"	8	9	NA	NA	NA	NA	NA
"139688"	"student"	0	0	"white"	"female"	8	9	NA	NA	NA	NA	NA
"139690"	"student"	0	0	"Asian"	"female"	10	11	NA	NA	NA	NA	NA
"139691"	"student"	0	0	"white"	"male"	8	9	NA	NA	NA	NA	NA
"139696"	"student"	0	0	"white"	"female"	8	9	NA	NA	NA	NA	NA
"139706"	"student"	0	0	"black"	"female"	8	9	NA	NA	NA	NA	NA
"139722"	"student"	0	0	"white"	"female"	10	11	NA	NA	NA	NA	NA
"139735"	"student"	0	0	"white"	"male"	9	10	NA	NA	NA	NA	NA
"139749"	"student"	1	0	"black"	"female"	7	8	NA	NA	NA	NA	NA
"140014"	"student"	0	0	"black"	"female"	9	10	NA	NA	NA	NA	NA
"140065"	"student"	0	0	"black"	"female"	8	9	NA	NA	NA	NA	NA
"140081"	"student"	0	0	"black"	"female"	8	9	NA	NA	NA	NA	NA
"140111"	"student"	0	0	"black"	"male"	8	9	NA	NA	NA	NA	NA
"140201"	"student"	1	0	"black"	"female"	7	8	NA	NA	NA	NA	NA
"140215"	"student"	1	0	"white"	"female"	7	8	NA	NA	NA	NA	NA
"140254"	"student"	0	0	"black"	"male"	9	10	NA	NA	NA	NA	NA
"140259"	"student"	0	0	"white"	"male"	9	10	NA	NA	NA	NA	NA
"140266"	"student"	0	0	"white"	"male"	9	10	NA	NA	NA	NA	NA
"140270"	"student"	0	0	"white"	"male"	9	10	NA	NA	NA	NA	NA
"140271"	"student"	0	0	"white"	"female"	9	10	NA	NA	NA	NA	NA
"140326"	"student"	0	0	"white"	"female"	11	12	NA	NA	NA	NA	NA
"140380"	"student"	0	0	"white"	"female"	8	9	NA	NA	NA	NA	NA
"140419"	"student"	0	0	"white"	"female"	8	9	NA	NA	NA	NA	NA
"140421"	"student"	0	0	"white"	"female"	8	9	NA	NA	NA	NA	NA
"140426"	"student"	0	0	"white"	"male"	8	9	NA	NA	NA	NA	NA
"140436"	"student"	0	0	"white"	"male"	8	9	NA	NA	NA	NA	NA
"140437"	"student"	0	0	"white"	"female"	8	9	NA	NA	NA	NA	NA
"140442"	"student"	0	0	"black"	"male"	9	10	NA	NA	NA	NA	NA
"140583"	"student"	0	0	"black"	"female"	8	9	NA	NA	NA	NA	NA
"140635"	"student"	0	0	"Asian"	"male"	10	11	NA	NA	NA	NA	NA
"140683"	"student"	1	0	"white"	"female"	7	8	NA	NA	NA	NA	NA
"140797"	"student"	0	0	"black"	"female"	9	10	NA	NA	NA	NA	NA
"140816"	"student"	0	0	"black"	"male"	8	9	NA	NA	NA	NA	NA
"140841"	"student"	0	0	"black"	"female"	8	9	NA	NA	NA	NA	NA
"140912"	"student"	1	0	"black"	"female"	7	8	NA	NA	NA	NA	NA
"140913"	"student"	1	0	"black"	"female"	7	8	NA	NA	NA	NA	NA
"140979"	"student"	1	0	"black"	"female"	7	8	NA	NA	NA	NA	NA
"140983"	"student"	1	1	"black"	"male"	6	7	NA	NA	NA	NA	NA
"140992"	"student"	1	1	"black"	"male"	6	7	NA	NA	NA	NA	NA
"141006"	"student"	0	0	"black"	"female"	9	10	NA	NA	NA	NA	NA
"141015"	"student"	0	0	"white"	"male"	10	11	NA	NA	NA	NA	NA
