"ids"	"type"	"gender"	"grade96"	"grade97"	"race"	"missing96"	"missing97"
138539	"student"	"male"	10	11	"black"	0	0
138562	"student"	"female"	10	11	"black"	0	0
138571	"student"	"female"	10	11	"black"	0	0
138574	"student"	"female"	10	11	"black"	0	0
138672	"student"	"female"	10	11	"black"	0	0
138690	"student"	"male"	9	10	"black"	0	0
138693	"student"	"female"	9	10	"white"	0	0
138703	"student"	"female"	9	10	"black"	0	0
138751	"student"	"male"	10	11	"Native American"	0	0
138872	"student"	"female"	9	10	"black"	0	0
138887	"student"	"male"	9	10	"white"	0	0
138896	"student"	"male"	9	10	"black"	0	0
138904	"student"	"female"	10	11	"Asian"	0	0
138966	"student"	"female"	9	10	"black"	0	0
138969	"student"	"male"	9	10	"white"	0	0
138976	"student"	"female"	9	10	"black"	0	0
138987	"student"	"female"	9	10	"black"	0	0
139041	"student"	"female"	10	11	"black"	0	0
139094	"student"	"female"	9	10	"white"	0	0
139095	"student"	"female"	9	10	"white"	0	0
139132	"student"	"female"	9	10	"white"	0	0
139161	"student"	"female"	11	12	"white"	0	0
139162	"student"	"female"	10	11	"white"	0	0
139163	"student"	"male"	9	10	"black"	0	0
139195	"student"	"female"	11	12	"white"	0	0
139227	"student"	"male"	8	9	"black"	0	0
139240	"student"	"male"	8	9	"white"	0	0
139314	"student"	"male"	9	10	"white"	0	0
139326	"student"	"male"	9	10	"Asian"	0	0
139331	"student"	"male"	9	10	"white"	0	0
139362	"student"	"male"	11	12	"black"	0	0
139370	"student"	"male"	10	11	"white"	0	0
139404	"student"	"male"	10	11	"white"	0	0
139441	"student"	"female"	9	10	"black"	0	0
139485	"student"	"female"	8	9	"white"	0	0
139490	"student"	"female"	8	9	"white"	0	0
139491	"student"	"male"	8	9	"black"	0	0
139544	"student"	"female"	9	10	"white"	0	0
139561	"student"	"male"	9	10	"white"	0	0
139570	"student"	"female"	10	11	"black"	0	0
139596	"student"	"female"	9	10	"white"	0	0
139597	"student"	"female"	9	10	"black"	0	0
139598	"student"	"female"	10	11	"black"	0	0
139635	"student"	"female"	8	9	"white"	0	0
139636	"student"	"female"	8	9	"white"	0	0
139638	"student"	"female"	8	9	"white"	0	0
139649	"student"	"male"	8	9	"white"	0	0
139664	"student"	"male"	8	9	"black"	0	0
139668	"student"	"male"	9	10	"black"	0	0
139684	"student"	"male"	8	9	"black"	0	0
139688	"student"	"female"	8	9	"white"	0	0
139690	"student"	"female"	10	11	"Asian"	0	0
139691	"student"	"male"	8	9	"white"	0	0
139696	"student"	"female"	8	9	"white"	0	0
139706	"student"	"female"	8	9	"black"	0	0
139722	"student"	"female"	10	11	"white"	0	0
139735	"student"	"male"	9	10	"white"	0	0
139749	"student"	"female"	7	8	"black"	1	0
140014	"student"	"female"	9	10	"black"	0	0
140065	"student"	"female"	8	9	"black"	0	0
140081	"student"	"female"	8	9	"black"	0	0
140111	"student"	"male"	8	9	"black"	0	0
140201	"student"	"female"	7	8	"black"	1	0
140215	"student"	"female"	7	8	"white"	1	0
140254	"student"	"male"	9	10	"black"	0	0
140259	"student"	"male"	9	10	"white"	0	0
140266	"student"	"male"	9	10	"white"	0	0
140270	"student"	"male"	9	10	"white"	0	0
140271	"student"	"female"	9	10	"white"	0	0
140326	"student"	"female"	11	12	"white"	0	0
140380	"student"	"female"	8	9	"white"	0	0
140419	"student"	"female"	8	9	"white"	0	0
140421	"student"	"female"	8	9	"white"	0	0
140426	"student"	"male"	8	9	"white"	0	0
140436	"student"	"male"	8	9	"white"	0	0
140437	"student"	"female"	8	9	"white"	0	0
140442	"student"	"male"	9	10	"black"	0	0
140583	"student"	"female"	8	9	"black"	0	0
140635	"student"	"male"	10	11	"Asian"	0	0
140683	"student"	"female"	7	8	"white"	1	0
140797	"student"	"female"	9	10	"black"	0	0
140816	"student"	"male"	8	9	"black"	0	0
140841	"student"	"female"	8	9	"black"	0	0
140912	"student"	"female"	7	8	"black"	1	0
140913	"student"	"female"	7	8	"black"	1	0
140979	"student"	"female"	7	8	"black"	1	0
140983	"student"	"male"	6	7	"black"	1	1
140992	"student"	"male"	6	7	"black"	1	1
141006	"student"	"female"	9	10	"black"	0	0
141015	"student"	"male"	10	11	"white"	0	0
141017	"student"	"male"	11	12	"white"	0	0
141025	"student"	"male"	11	12	"black"	0	0
141069	"student"	"male"	11	12	"white"	0	0
141091	"student"	"female"	8	9	"white"	0	0
141097	"student"	"male"	8	9	"black"	0	0
141105	"student"	"female"	8	9	"Hispanic"	0	0
141107	"student"	"male"	8	9	"black"	0	0
141108	"student"	"female"	8	9	"white"	0	0
141109	"student"	"female"	8	9	"white"	0	0
141111	"student"	"female"	8	9	"black"	0	0
141112	"student"	"male"	8	9	"black"	0	0
141114	"student"	"male"	8	9	"white"	0	0
141117	"student"	"female"	8	9	"Asian"	0	0
141123	"student"	"male"	10	11	"black"	0	0
141132	"student"	"male"	7	8	"white"	1	0
141134	"student"	"male"	9	10	"black"	0	0
141149	"student"	"female"	10	11	"white"	0	0
141195	"student"	"male"	7	8	"white"	1	0
141209	"student"	"female"	7	8	"black"	1	0
141210	"student"	"male"	7	8	"black"	1	0
141214	"student"	"male"	7	8	"white"	1	0
141216	"student"	"female"	7	8	"Hispanic"	1	0
141224	"student"	"female"	7	8	"white"	1	0
141247	"student"	"male"	8	9	"white"	0	0
141314	"student"	"female"	8	9	"black"	0	0
141340	"student"	"male"	8	9	"black"	0	0
141358	"student"	"female"	8	9	"black"	0	0
141378	"student"	"male"	8	9	"white"	0	0
141417	"student"	"female"	7	8	"black"	1	0
141421	"student"	"female"	7	8	"black"	1	0
141428	"student"	"female"	7	8	"white"	1	0
141429	"student"	"male"	7	8	"black"	1	0
141444	"student"	"female"	7	8	"black"	1	0
141490	"student"	"female"	11	12	"black"	0	0
141869	"student"	"female"	8	9	"white"	0	0
141879	"student"	"female"	8	9	"white"	0	0
141906	"student"	"female"	8	9	"white"	0	0
141969	"student"	"female"	8	9	"Hispanic"	0	0
142030	"student"	"male"	9	10	"black"	0	0
142059	"student"	"female"	8	9	"black"	0	0
142094	"student"	"female"	8	9	"black"	0	0
142112	"student"	"female"	10	11	"black"	0	0
142183	"student"	"female"	7	8	"black"	1	0
142193	"student"	"female"	7	8	"black"	1	0
142197	"student"	"female"	7	8	"black"	1	0
142250	"student"	"female"	11	12	"white"	0	0
142270	"student"	"female"	8	9	"black"	0	0
142281	"student"	"male"	8	9	"white"	0	0
142282	"student"	"male"	8	9	"white"	0	0
142284	"student"	"male"	8	9	"white"	0	0
142318	"student"	"male"	8	9	"white"	0	0
142348	"student"	"female"	10	11	"white"	0	0
142378	"student"	"female"	7	8	"white"	1	0
142392	"student"	"female"	7	8	"white"	1	0
142461	"student"	"female"	6	7	"white"	1	1
142480	"student"	"male"	7	8	"black"	1	0
142488	"student"	"male"	6	7	"black"	1	1
142493	"student"	"male"	6	7	"white"	1	1
142497	"student"	"female"	6	7	"black"	1	1
142503	"student"	"male"	8	9	"white"	0	0
142547	"student"	"female"	8	9	"white"	0	0
142605	"student"	"male"	7	8	"white"	1	0
142630	"student"	"female"	9	10	"white"	0	0
143006	"student"	"male"	8	9	"white"	0	0
143013	"student"	"female"	8	9	"white"	0	0
143020	"student"	"female"	8	9	"white"	0	0
143022	"student"	"male"	8	9	"black"	0	0
143025	"student"	"female"	8	9	"white"	0	0
143034	"student"	"female"	8	9	"white"	0	0
143069	"student"	"female"	8	9	"white"	0	0
143136	"student"	"male"	10	11	"white"	0	0
143169	"student"	"female"	7	8	"white"	1	0
143180	"student"	"female"	7	8	"white"	1	0
143186	"student"	"female"	7	8	"white"	1	0
143215	"student"	"female"	7	8	"white"	1	0
143231	"student"	"female"	10	11	"black"	0	0
143274	"student"	"female"	8	9	"black"	0	0
143336	"student"	"female"	10	11	"Native American"	0	0
143364	"student"	"male"	7	8	"white"	1	0
143378	"student"	"male"	7	8	"white"	1	0
143394	"student"	"male"	7	8	"white"	1	0
143410	"student"	"male"	7	8	"black"	1	0
143431	"student"	"female"	9	10	"black"	0	0
143432	"student"	"female"	10	11	"black"	0	0
143443	"student"	"female"	8	9	"black"	0	0
143454	"student"	"female"	9	10	"black"	0	0
143490	"student"	"male"	6	7	"white"	1	1
143890	"student"	"female"	6	7	"white"	1	1
143898	"student"	"female"	6	7	"white"	1	1
143907	"student"	"male"	6	7	"Asian"	1	1
144074	"student"	"female"	7	8	"white"	1	0
144086	"student"	"female"	7	8	"black"	1	0
144090	"student"	"female"	7	8	"Asian"	1	0
144098	"student"	"female"	7	8	"white"	1	0
144100	"student"	"male"	7	8	"black"	1	0
144105	"student"	"female"	7	8	"Asian"	1	0
144110	"student"	"female"	NA	NA	NA	1	1
144129	"student"	"male"	7	8	"Asian"	1	0
144171	"student"	"female"	7	8	"black"	1	0
144215	"student"	"male"	7	8	"black"	1	0
144296	"student"	"female"	7	8	"black"	1	0
144312	"student"	"female"	7	8	"black"	1	0
144314	"student"	"female"	7	8	"black"	1	0
144350	"student"	"female"	8	9	"black"	0	0
144376	"student"	"female"	6	7	"black"	1	1
144385	"student"	"female"	6	7	"black"	1	1
144394	"student"	"male"	6	7	"black"	1	1
144395	"student"	"male"	6	7	"black"	1	1
144404	"student"	"male"	6	7	"white"	1	1
144843	"student"	"male"	10	11	"black"	0	0
144876	"student"	"male"	9	10	"black"	0	0
144877	"student"	"female"	9	10	"white"	0	0
144882	"student"	"female"	9	10	"black"	0	0
144918	"student"	"female"	7	8	"black"	1	0
144919	"student"	"male"	6	7	"black"	1	1
144944	"student"	"female"	6	7	"black"	1	1
145021	"student"	"female"	7	8	"white"	1	0
145022	"student"	"male"	7	8	"black"	1	0
145028	"student"	"female"	7	8	"white"	1	0
145032	"student"	"male"	7	8	"white"	1	0
145033	"student"	"male"	7	8	"white"	1	0
145042	"student"	"female"	7	8	"white"	1	0
145047	"student"	"male"	7	8	"white"	1	0
145061	"student"	"female"	7	8	"white"	1	0
145077	"student"	"female"	9	10	"white"	0	0
145079	"student"	"female"	9	10	"white"	0	0
145095	"student"	"male"	7	8	"white"	1	0
145152	"student"	"female"	6	7	"white"	1	1
145201	"student"	"male"	6	7	"white"	1	1
145203	"student"	"female"	6	7	"white"	1	1
145219	"student"	"female"	7	8	"white"	1	0
145225	"student"	"male"	6	7	"white"	1	1
145230	"student"	"female"	6	7	"Asian"	1	1
145242	"student"	"female"	10	11	"Native American"	0	0
145500	"student"	"female"	9	10	"black"	0	0
145537	"student"	"female"	7	8	"white"	1	0
145611	"student"	"male"	7	8	"white"	1	0
145765	"student"	"female"	6	7	"white"	1	1
145778	"student"	"male"	6	7	"black"	1	1
145796	"student"	"female"	6	7	"black"	1	1
145973	"student"	"male"	6	7	"black"	1	1
146054	"student"	"female"	6	7	"white"	1	1
146067	"student"	"female"	6	7	"white"	1	1
146071	"student"	"female"	6	7	"black"	1	1
146096	"student"	"female"	7	8	"white"	1	0
146109	"student"	"male"	7	8	"Asian"	1	0
146271	"student"	"female"	6	7	"white"	1	1
146300	"student"	"male"	6	7	"white"	1	1
146554	"student"	"female"	6	7	"white"	1	1
146621	"student"	"female"	6	7	"white"	1	1
146637	"student"	"female"	6	7	"Asian"	1	1
146713	"student"	"male"	6	7	"Asian"	1	1
146757	"student"	"female"	10	11	"black"	0	0
146769	"student"	"male"	9	10	"black"	0	0
146773	"student"	"male"	10	11	"Asian"	0	0
146794	"student"	"male"	7	8	"black"	1	0
146809	"student"	"male"	6	7	"black"	1	1
146817	"student"	"male"	6	7	"black"	1	1
146830	"student"	"male"	6	7	"white"	1	1
146858	"student"	"female"	10	11	"white"	0	0
146859	"student"	"male"	8	9	"white"	0	0
146866	"student"	"female"	8	9	"white"	0	0
146870	"student"	"female"	8	9	"black"	0	0
146876	"student"	"male"	6	7	"white"	1	1
146882	"student"	"female"	6	7	"white"	1	1
146898	"student"	"female"	6	7	"black"	1	1
146979	"student"	"female"	6	7	"Hispanic"	1	1
146986	"student"	"female"	6	7	"black"	1	1
147023	"student"	"female"	7	8	"black"	1	0
147050	"student"	"male"	6	7	"black"	1	1
147053	"student"	"male"	6	7	"black"	1	1
147078	"student"	"female"	6	7	"black"	1	1
147079	"student"	"female"	8	9	"white"	0	0
147217	"student"	"female"	7	8	"black"	1	0
147258	"student"	"male"	11	12	"white"	0	0
147299	"student"	"female"	6	7	"black"	1	1
147317	"student"	"female"	9	10	"white"	0	0
147319	"student"	"male"	6	7	"white"	1	1
147339	"student"	"female"	10	11	"black"	0	0
147386	"student"	"female"	7	8	"white"	1	0
147404	"student"	"female"	10	11	"Hispanic"	0	0
147418	"student"	"male"	9	10	"white"	0	0
147530	"student"	"male"	7	8	"black"	1	0
147532	"student"	"male"	8	9	"black"	0	0
147560	"student"	"female"	7	8	"black"	1	0
147599	"student"	"male"	6	7	"black"	1	1
147615	"student"	"female"	6	7	"black"	1	1
147637	"student"	"female"	6	7	"black"	1	1
147641	"student"	"female"	6	7	"black"	1	1
147736	"student"	"male"	6	7	"black"	1	1
148223	"student"	"female"	10	11	"white"	0	0
148260	"student"	"female"	7	8	"black"	1	0
148353	"student"	"female"	6	7	"black"	1	1
148415	"student"	"female"	7	8	"black"	1	0
148531	"student"	"female"	11	12	"black"	0	0
148535	"student"	"male"	10	11	"white"	0	0
148604	"student"	"female"	6	7	"white"	1	1
148617	"student"	"male"	6	7	"white"	1	1
148626	"student"	"male"	6	7	"white"	1	1
148657	"student"	"female"	6	7	"Hispanic"	1	1
148694	"student"	"female"	6	7	"white"	1	1
148696	"student"	"male"	7	8	"white"	1	0
148700	"student"	"male"	7	8	"black"	1	0
148745	"student"	"female"	6	7	"white"	1	1
148757	"student"	"female"	7	8	"Asian"	1	0
148783	"student"	"female"	6	7	"white"	1	1
148796	"student"	"male"	6	7	"white"	1	1
148826	"student"	"male"	6	7	"white"	1	1
148848	"student"	"male"	6	7	"black"	1	1
149008	"student"	"female"	6	7	"black"	1	1
149020	"student"	"female"	6	7	"black"	1	1
149022	"student"	"male"	6	7	"white"	1	1
149025	"student"	"female"	6	7	"black"	1	1
149028	"student"	"male"	6	7	"white"	1	1
149046	"student"	"female"	6	7	"black"	1	1
149081	"student"	"male"	10	11	"black"	0	0
149145	"student"	"female"	8	9	"white"	0	0
149345	"student"	"female"	10	11	"white"	0	0
149433	"student"	"male"	9	10	"white"	0	0
149469	"student"	"female"	10	11	"white"	0	0
149547	"student"	"female"	10	11	"white"	0	0
149552	"student"	"female"	9	10	"black"	0	0
149611	"student"	"male"	7	8	"white"	1	0
149614	"student"	"male"	6	7	"white"	1	1
149673	"student"	"female"	6	7	"black"	1	1
149676	"student"	"male"	7	8	"white"	1	0
149747	"student"	"male"	7	8	"black"	1	0
149785	"student"	"male"	6	7	"black"	1	1
149797	"student"	"female"	7	8	"black"	1	0
149824	"student"	"female"	11	12	"white"	0	0
149834	"student"	"female"	6	7	"black"	1	1
149934	"student"	"female"	6	7	"black"	1	1
150005	"student"	"female"	6	7	"white"	1	1
150015	"student"	"female"	10	11	"white"	0	0
150021	"student"	"female"	6	7	"white"	1	1
150022	"student"	"male"	10	11	"black"	0	0
150035	"student"	"male"	6	7	"black"	1	1
150165	"student"	"male"	7	8	"white"	1	0
150509	"student"	"male"	6	7	"black"	1	1
150517	"student"	"female"	6	7	"black"	1	1
150519	"student"	"female"	7	8	"white"	1	0
150526	"student"	"male"	11	12	"white"	0	0
150546	"student"	"male"	7	8	"black"	1	0
150551	"student"	"male"	8	9	"white"	0	0
150618	"student"	"female"	9	10	"white"	0	0
150629	"student"	"male"	7	8	"white"	1	0
150717	"student"	"male"	6	7	"white"	1	1
150752	"student"	"male"	6	7	"white"	1	1
150756	"student"	"female"	6	7	"white"	1	1
150760	"student"	"male"	6	7	"Asian"	1	1
151016	"student"	NA	NA	NA	NA	1	1
151033	"student"	"male"	6	7	"white"	1	1
151102	"student"	"male"	8	9	"white"	0	0
151104	"student"	"male"	7	8	"white"	1	0
151610	"student"	"female"	7	8	"black"	1	0
151811	"student"	"male"	7	8	"white"	1	0
151812	"student"	"male"	9	10	"white"	0	0
151851	"student"	"male"	8	9	"white"	0	0
151911	"student"	"male"	7	8	"white"	1	0
152103	"student"	"male"	8	9	"Native American"	0	0
152203	"student"	"male"	6	7	"black"	1	1
152368	"student"	"male"	8	9	"black"	0	0
153267	"student"	"female"	8	9	"black"	0	0
153281	"student"	"female"	6	7	"black"	1	1
153322	"student"	"male"	7	8	"white"	1	0
153386	"student"	"male"	9	10	"black"	0	0
153418	"student"	"female"	6	7	"black"	1	1
153426	"student"	"female"	9	10	"black"	0	0
153471	"student"	"female"	7	8	"white"	1	0
153472	"student"	"male"	8	9	"white"	0	0
153509	"student"	"female"	6	7	"black"	1	1
153973	"student"	"female"	6	7	"black"	1	1
154110	"student"	"female"	8	9	"black"	0	0
154134	"student"	"male"	8	9	"black"	0	0
154187	"student"	"female"	7	8	"white"	1	0
154759	"student"	"female"	6	7	"black"	1	1
155177	"student"	"male"	10	11	"white"	0	0
155275	"student"	"male"	6	7	"Hispanic"	1	1
155306	"student"	"male"	6	7	"black"	1	1
155811	"student"	"female"	6	7	"black"	1	1
156099	"student"	"female"	7	8	"white"	1	0
157533	"student"	"female"	7	8	"white"	1	0
157714	"student"	"male"	6	7	"white"	1	1
158103	"student"	"male"	6	7	"Hispanic"	1	1
158801	"student"	"female"	9	10	"Asian"	0	0
159038	"student"	"female"	8	9	"black"	0	0
159120	"student"	"male"	6	7	"white"	1	1
159298	"student"	"male"	6	7	"Hispanic"	1	1
159347	"student"	"male"	6	7	"Hispanic"	1	1
159536	"student"	"female"	6	7	"white"	1	1
160061	"student"	"female"	7	8	"black"	1	0
160262	"student"	"male"	7	8	"black"	1	0
161123	"student"	"female"	6	7	"white"	1	1
161275	"student"	"male"	7	8	"Asian"	1	0
161276	"student"	"female"	6	7	"Asian"	1	1
161298	"student"	"female"	8	9	"white"	0	0
161501	"student"	"female"	6	7	"black"	1	1
161533	"student"	"female"	7	8	"white"	1	0
164069	"student"	"male"	8	9	"white"	0	0
164075	"student"	"male"	7	8	"white"	1	0
164125	"student"	"male"	7	8	"Asian"	1	0
164174	"student"	"male"	7	8	"Hispanic"	1	0
164199	"student"	"female"	7	8	"black"	1	0
165306	"student"	"male"	6	7	"Asian"	1	1
165524	"student"	"male"	6	7	"black"	1	1
165577	"student"	"male"	6	7	"white"	1	1
166007	"student"	"female"	6	7	"white"	1	1
167500	"student"	"male"	8	9	"white"	0	0
167501	"student"	"male"	8	9	"white"	0	0
167502	"student"	"female"	8	9	"white"	0	0
167503	"student"	"male"	8	9	"white"	0	0
167504	"student"	"male"	8	9	"Asian"	0	0
167505	"student"	"female"	8	9	"white"	0	0
167506	"student"	"male"	8	9	"black"	0	0
167507	"student"	"female"	8	9	"black"	0	0
167508	"student"	"male"	8	9	"white"	0	0
167509	"student"	"male"	8	9	"white"	0	0
167510	"student"	"female"	8	9	"white"	0	0
167511	"student"	"female"	8	9	"white"	0	0
167512	"student"	"female"	8	9	"white"	0	0
167513	"student"	"male"	8	9	"black"	0	0
167514	"student"	"male"	8	9	"white"	0	0
167515	"student"	"male"	8	9	"white"	0	0
167517	"student"	"female"	8	9	"white"	0	0
167518	"student"	"female"	8	9	"white"	0	0
167519	"student"	"female"	8	9	"white"	0	0
167520	"student"	"male"	8	9	"white"	0	0
167521	"student"	"female"	9	10	"white"	0	0
167526	"student"	"female"	9	10	"white"	0	0
167529	"student"	"female"	7	8	"black"	1	0
167530	"student"	"male"	7	8	"white"	1	0
167531	"student"	"female"	7	8	"white"	1	0
167532	"student"	"female"	7	8	"white"	1	0
167533	"student"	"female"	7	8	"white"	1	0
167534	"student"	"female"	7	8	"white"	1	0
167535	"student"	"female"	7	8	"white"	1	0
167536	"student"	"male"	7	8	"white"	1	0
167537	"student"	"female"	7	8	"white"	1	0
167538	"student"	"female"	7	8	"white"	1	0
167539	"student"	"male"	7	8	"white"	1	0
167540	"student"	"male"	7	8	"white"	1	0
167541	"student"	"female"	7	8	"white"	1	0
167542	"student"	"female"	7	8	"Asian"	1	0
167543	"student"	"female"	8	9	"white"	0	0
167544	"student"	"female"	11	12	"white"	0	0
167545	"student"	"female"	11	12	"white"	0	0
167546	"student"	"female"	NA	NA	NA	1	1
167547	"student"	"male"	NA	NA	NA	1	1
167548	"student"	"female"	NA	NA	NA	1	1
167549	"student"	"female"	6	7	"white"	1	1
167551	"student"	"female"	6	7	"white"	1	1
167552	"student"	"female"	6	7	"Asian"	1	1
167553	"student"	"male"	6	7	"black"	1	1
167554	"student"	"male"	6	7	"black"	1	1
167555	"student"	"male"	6	7	"white"	1	1
167556	"student"	"male"	6	7	"white"	1	1
167557	"student"	"female"	6	7	"white"	1	1
167558	"student"	"female"	6	7	"black"	1	1
167559	"student"	"female"	6	7	"white"	1	1
167560	"student"	"male"	6	7	"white"	1	1
167561	"student"	"female"	6	7	"white"	1	1
167562	"student"	"male"	6	7	"Hispanic"	1	1
167563	"student"	"female"	6	7	"black"	1	1
167564	"student"	"male"	6	7	"white"	1	1
167565	"student"	"male"	6	7	"Hispanic"	1	1
167566	"student"	"male"	6	7	"white"	1	1
167567	"student"	"female"	6	7	"white"	1	1
167568	"student"	"male"	9	10	"black"	0	0
167569	"student"	"female"	6	7	"black"	1	1
167570	"student"	"male"	6	7	"black"	1	1
167571	"student"	"male"	6	7	"white"	1	1
167572	"student"	"male"	6	7	"white"	1	1
167574	"student"	"male"	6	7	"black"	1	1
167575	"student"	"male"	6	7	"white"	1	1
167576	"student"	"female"	9	10	"white"	0	0
167578	"student"	"male"	7	8	"white"	1	0
167579	"student"	"female"	9	10	"white"	0	0
167580	"student"	"female"	6	7	"Hispanic"	1	1
167581	"student"	"female"	6	7	"white"	1	1
168039	"student"	"female"	9	10	"white"	0	0
168078	"student"	"female"	9	10	"black"	1	0
168522	"student"	"female"	6	7	"white"	1	1
169276	"student"	"female"	6	7	"white"	1	1
888881	"student"	"female"	12	13	"black"	0	1
888882	"student"	"female"	12	13	"black"	0	1
888883	"student"	"male"	12	13	"white"	0	1
888884	"student"	"male"	8	9	"black"	0	0
888885	"student"	"female"	11	12	"Asian"	0	0
888886	"student"	"male"	12	13	"white"	0	1
888887	"student"	"male"	12	13	"white"	0	1
888888	"student"	"female"	12	13	"black"	0	1
888889	"student"	"male"	12	13	"white"	0	1
888890	"student"	"female"	12	13	"white"	0	1
888891	"student"	"female"	12	13	"white"	0	1
888892	"student"	"male"	12	13	"white"	0	1
888893	"student"	"male"	12	13	"white"	0	1
888894	"student"	"female"	12	13	"white"	0	1
888895	"student"	"male"	12	13	"white"	0	1
888896	"student"	"female"	12	13	"white"	0	1
888897	"student"	"female"	12	13	"white"	0	1
888898	"student"	"female"	12	13	"black"	0	1
888899	"student"	"female"	8	9	"black"	0	0
888900	"student"	"female"	12	13	"black"	0	1
888901	"student"	"male"	12	13	"white"	0	1
888902	"student"	"female"	9	10	"black"	0	0
888903	"student"	"male"	12	13	"white"	0	1
888904	"student"	"male"	12	13	"white"	0	1
888905	"student"	"male"	12	13	"white"	0	1
888906	"student"	"male"	12	13	"black"	0	1
888907	"student"	"female"	12	13	"white"	0	1
888908	"student"	"male"	12	13	"white"	0	1
888909	"student"	"female"	12	13	"white"	0	1
888910	"student"	"male"	12	13	"white"	0	1
888911	"student"	"female"	12	13	"white"	0	1
888912	"student"	"male"	11	12	"Asian"	0	0
888913	"student"	"male"	12	13	"white"	0	1
888914	"student"	"female"	12	13	"black"	0	1
888915	"student"	"female"	8	9	"black"	0	0
888916	"student"	"female"	12	13	"white"	0	1
888917	"student"	"female"	12	13	"white"	0	1
888918	"student"	"female"	12	13	"Asian"	0	1
888919	"student"	"female"	12	13	"Hispanic"	0	1
888920	"student"	"female"	12	13	"white"	0	1
888921	"student"	"male"	8	9	"white"	0	0
888922	"student"	"male"	12	13	"black"	0	1
888923	"student"	"male"	12	13	"white"	0	1
888924	"student"	"female"	12	13	"black"	0	1
888925	"student"	"female"	12	13	"white"	0	1
888926	"student"	"male"	12	13	"white"	0	1
888927	"student"	"female"	12	13	"black"	0	1
888928	"student"	"male"	12	13	"white"	0	1
888929	"student"	"female"	12	13	"white"	0	1
888930	"student"	"male"	12	13	"white"	0	1
888931	"student"	"female"	12	13	"white"	0	1
888932	"student"	"female"	10	11	"white"	0	0
888933	"student"	"female"	12	13	"Hispanic"	0	1
888934	"student"	"female"	12	13	"black"	0	1
888935	"student"	"male"	12	13	"white"	0	1
888936	"student"	"male"	12	13	"black"	0	1
888937	"student"	"male"	8	9	"black"	0	0
888938	"student"	"male"	12	13	"black"	0	1
888939	"student"	"male"	12	13	"white"	0	1
888940	"student"	"male"	12	13	"black"	0	1
888941	"student"	"female"	8	9	"white"	0	0
888942	"student"	"female"	12	13	"white"	0	1
888943	"student"	"male"	12	13	"white"	0	1
888944	"student"	"female"	12	13	"Asian"	0	1
888945	"student"	"male"	12	13	"black"	0	1
888946	"student"	"female"	12	13	"white"	0	1
888947	"student"	"female"	12	13	"white"	0	1
888948	"student"	"male"	12	13	"black"	0	1
888949	"student"	"female"	12	13	"black"	0	1
888950	"student"	"male"	12	13	"white"	0	1
888951	"student"	"male"	12	13	"black"	0	1
888952	"student"	"female"	8	9	"black"	0	0
888953	"student"	"male"	12	13	"white"	0	1
888954	"student"	"female"	9	10	"white"	0	0
888955	"student"	"female"	11	12	"white"	0	0
888956	"student"	"male"	12	13	"black"	0	1
888957	"student"	"male"	12	13	"black"	0	1
888958	"student"	"female"	12	13	"black"	0	1
888959	"student"	"male"	12	13	"white"	0	1
888960	"student"	"female"	12	13	"black"	0	1
888961	"student"	"female"	8	9	"white"	0	0
888962	"student"	"female"	12	13	"black"	0	1
888963	"student"	"male"	12	13	"white"	0	1
888964	"student"	"female"	12	13	"black"	0	1
888965	"student"	"male"	12	13	"black"	0	1
888966	"student"	"male"	12	13	"white"	0	1
888967	"student"	"male"	12	13	"Asian"	0	1
888968	"student"	"female"	12	13	"black"	0	1
888969	"student"	"male"	12	13	"white"	0	1
888970	"student"	"female"	12	13	"black"	0	1
888971	"student"	"male"	12	13	"Native American"	0	1
888972	"student"	"female"	8	9	"Native American"	0	0
888973	"student"	"male"	12	13	"white"	0	1
888974	"student"	"male"	12	13	"black"	0	1
888975	"student"	"male"	12	13	"black"	0	1
888976	"student"	"female"	12	13	"white"	0	1
888977	"student"	"female"	12	13	"white"	0	1
888978	"student"	"female"	12	13	"white"	0	1
888979	"student"	"female"	12	13	"black"	0	1
888980	"student"	"female"	12	13	"black"	0	1
888981	"student"	"female"	12	13	"black"	0	1
888982	"student"	"female"	12	13	"white"	0	1
888983	"student"	"female"	12	13	"white"	0	1
888984	"student"	"female"	12	13	"Hispanic"	0	1
888985	"student"	"female"	12	13	"black"	0	1
888986	"student"	"female"	8	9	"white"	0	0
888987	"student"	"female"	12	13	"white"	0	1
888988	"student"	"female"	12	13	"black"	0	1
888989	"student"	"female"	12	13	"white"	0	1
888990	"student"	"female"	12	13	"white"	0	1
888991	"student"	"male"	12	13	"white"	0	1
888992	"student"	"female"	12	13	"white"	0	1
888993	"student"	"female"	8	9	"black"	0	0
888994	"student"	"male"	12	13	"Asian"	0	1
888995	"student"	"male"	12	13	"Asian"	0	1
888996	"student"	"male"	12	13	"black"	0	1
888997	"student"	"female"	12	13	"white"	0	1
888998	"student"	"female"	12	13	"white"	0	1
888999	"student"	"female"	12	13	"black"	0	1
889000	"student"	"male"	12	13	"white"	0	1
889001	"student"	"male"	12	13	"white"	0	1
889002	"student"	"female"	12	13	"black"	0	1
889003	"student"	"male"	12	13	"white"	0	1
889004	"student"	"female"	8	9	"black"	0	0
889005	"student"	"female"	12	13	"white"	0	1
889006	"student"	"female"	12	13	"Asian"	0	1
889007	"student"	"female"	12	13	"black"	0	1
